prices,market_cap,time,volumes
20484.872501888058,393341886858.65936,2022-11-01 22:03:05.272,32631848592.09117
20455.575268730554,392593589848.4605,2022-11-01 23:02:36.198,32358501854.191822
20489.646203160763,393218202887.5868,2022-11-02 00:00:53.941,32262771910.727066
20495.31458222404,393414171009.9934,2022-11-02 01:01:40.506,32384630057.91732
20506.06731356347,393657550192.4382,2022-11-02 02:08:26.600,31906149936.154385
20515.30663320757,393671457275.0947,2022-11-02 03:05:17.618,31600626357.006676
20525.482340123886,394006645863.9597,2022-11-02 04:03:26.826,31314586444.295334
20521.900464975184,393938401325.6636,2022-11-02 05:02:54.760,31312418606.596634
20489.412764297453,393304897296.2614,2022-11-02 06:06:55.265,31477799466.75626
20476.442171633098,393025708002.05634,2022-11-02 07:10:41.724,30384183317.196198
20432.484088299174,392314926547.9029,2022-11-02 08:01:22.232,30813492870.049644
20458.290248635058,392316072804.90857,2022-11-02 09:04:36.803,30832612659.21436
20473.96598969314,392618122057.68384,2022-11-02 10:01:35.054,30496119416.527752
20412.685711808317,391846119937.12915,2022-11-02 11:05:17.862,30452080563.917194
20447.577703478113,392688490128.7478,2022-11-02 12:02:04.942,29892908897.987457
20407.922200669807,391678037309.3236,2022-11-02 13:03:23.040,29881893147.77231
20412.530573008095,391711497248.5301,2022-11-02 14:01:51.023,29340180270.819347
20426.7659320005,392077083569.123,2022-11-02 15:02:30.133,33162034058.80762
20429.58798095012,392257006625.5746,2022-11-02 16:01:16.577,32657125682.36631
20451.91823520295,392383593217.9397,2022-11-02 17:00:40.689,32087016543.377174
20460.84832490166,392815965805.44336,2022-11-02 18:02:08.249,32528011512.10515
20592.47780777743,395239013582.60114,2022-11-02 19:05:00.781,39109394819.06955
20282.761644334227,388566237766.8454,2022-11-02 20:02:23.393,42699037129.1441
20190.76906774255,387425126360.3089,2022-11-02 21:01:50.197,43949871759.74944
20134.419445350864,386655619518.38196,2022-11-02 22:02:58.236,44671083013.91596
20064.629454699338,385809497038.85126,2022-11-02 23:02:06.160,44530945089.6392
20162.980904822525,387015867490.0914,2022-11-03 00:00:32.177,44539856162.44828
20179.584018418,387380778501.156,2022-11-03 01:02:40.735,44433745213.54794
20307.501850332606,389279043192.7406,2022-11-03 02:01:13.060,44919892189.11082
