time,open,high,low,close,volumes,returns,direction,Location,ema5,roc5,cci5,eom5,skewness,filtered percentiles
2018-06-09 20:00:00,7508.83520436821,7514.88788096874,7498.74861843427,7514.88788096874,4199674541.5922585,-0.002124210855461217,0.0,16.0,7551.060881770981,-0.9018075449814766,-126.25064256052708,-5.798084203736711,1.079328518167459,-0.0058479532163742826
2018-06-10 00:00:00,7521.76399987348,7522.99613319613,7505.08486482875,7505.08486482875,4214331156.9598217,-0.0013044793608718575,-1.0,9.0,7537.924876930343,-1.0368561786268702,-81.53690039394654,-5.434656097549353,0.1460878814276872,0.016626533654397424
2018-06-10 04:00:00,7333.28426275435,7333.28426275435,7261.80914821949,7267.22930996856,5454602551.442661,-0.03169258697857735,-1.0,12.0,7460.583286369834,-4.446076454304815,-200.00000000000043,-52.18500910554766,-2.823255875464638,0.03910102052516913
2018-06-10 08:00:00,7279.38641771156,7284.42372346235,7224.37869692653,7224.37869692653,6000764640.882986,-0.005896416806780991,0.0,12.0,7393.096260814604,-4.93467709536184,-112.2711885509962,-59.6049746690542,-2.699448304133177,0.06157550739594084
2018-06-10 12:00:00,7174.36045337399,7211.79888111132,7174.36045337399,7211.79888111132,6711218701.77084,-0.001741300718435812,0.0,12.0,7341.297009470808,-4.632860103945192,-88.22419638842874,-63.980528752534006,-2.697852391757113,0.08404999426671254
2018-06-10 16:00:00,7215.56791447806,7237.89618706679,7211.08183269718,7211.08183269718,6860177654.353334,-9.94271229634025e-05,-1.0,9.0,7304.092673249772,-4.2465557921145765,-59.784023891738826,-59.49973850098632,-2.704607620385991,0.10652448113748425
2018-06-10 20:00:00,7199.05489513916,7199.05489513916,6734.56190310577,6813.1419223137,8224874011.871114,-0.05518449514455692,-1.0,12.0,7163.82103012518,-9.338076226422404,-177.4381414781517,-300.1582676825189,-2.7091261157235556,0.12899896800825594
2018-06-11 00:00:00,6791.4483949018,6791.4483949018,6737.2889771786,6753.61323176216,10697989418.92271,-0.008737333117423862,1.0,11.0,7046.6188020214595,-10.0128332537348,-129.05393622322686,-317.7509716841678,-2.6619750981423547,0.1514734548790277
2018-06-11 04:00:00,6760.68670358931,6804.4954307261,6738.414548484,6773.73598378169,10706270136.788017,0.0029795535114289784,0.0,1.0,6968.652282524383,-6.790666774611589,-81.1438207799388,-269.74108430020755,-2.636993825299162,0.17394794174979938
2018-06-11 08:00:00,6783.95924317056,6783.95924317056,6771.5278536485,6775.35233979374,10799758450.66068,0.00023862105283112278,0.0,3.0,6913.423727458485,-6.2154321633751,-60.94869058660409,-262.42504509409486,-2.6350922232849543,0.1820987654320987
2018-06-11 12:00:00,6757.38124995425,6787.68634982013,6757.38124995425,6780.62339229369,13711332171.499012,0.0007779746698914902,-1.0,2.0,6875.480774554258,-5.978750876524542,-48.00862097748327,-256.91560250360607,-2.7413843118761787,0.17901234567901228
2018-06-11 16:00:00,6786.08556081755,6786.08556081755,6742.37693143649,6743.82374075416,11263268867.92865,-0.005427178212161654,1.0,16.0,6837.864479182801,-6.479722499117035,-58.101564139708906,-259.4987487203712,-2.7434242867031635,0.1851851851851851
2018-06-11 20:00:00,6756.43819982699,6772.95814130978,6721.58373540421,6772.95814130978,10561691815.497934,0.004320160442443877,1.0,8.0,6819.31981121908,-0.5897980911319911,-84.0014662999262,-18.33538585287739,-2.8053398127900593,0.19444444444444436
2018-06-12 00:00:00,6769.26930090472,6793.0002113625,6769.26930090472,6793.0002113625,8264770443.490982,0.002959130949071964,1.0,5.0,6811.799925545772,0.5831986264049528,105.83121770792806,0.36630363136130395,-2.7808720007686527,0.19444444444444436
2018-06-12 04:00:00,6858.49194032529,6885.15827968688,6858.49194032529,6878.9164563143,9737077301.812744,0.012647761265794033,-1.0,1.0,6830.976077193923,1.5527690005108405,200.00000000000003,3.77680849284315,-2.5148901491985205,0.19444444444444434
2018-06-12 08:00:00,6847.76705702532,6865.03426682052,6847.76705702532,6850.06429838981,8076842774.826145,-0.004194288171359695,0.0,16.0,6836.429854678462,1.1027021894826565,84.42740485501116,3.1065744303933607,-2.4947699782428,0.19444444444444434
2018-06-12 12:00:00,6854.34429963066,6867.47758452918,6846.67589240704,6846.67589240704,7498169848.872699,-0.0004946531645791952,-1.0,14.0,6839.357294029484,0.9741360976989233,56.67714076917899,3.3297461160133888,-2.522929507152248,0.19753086419753074
2018-06-12 16:00:00,6845.15077212955,6845.15077212955,6757.39767387941,6771.76703659854,7338860751.283952,-0.01094090869579123,-1.0,16.0,6820.045791906357,0.41435388762480574,-44.26674123223256,-7.254075478232298,-2.4167123322686304,0.20679012345679
2018-06-12 20:00:00,6766.37265845209,6766.37265845209,6554.07868270218,6554.07868270218,7140810504.525963,-0.03214646232214513,-1.0,16.0,6744.0551892765925,-3.2316670801876883,-181.13245097863944,-75.76789110190673,-1.8644077108758794,0.21296296296296283
